iter	Passed	Remaining
1676	25496	4910
1677	25510	4895
1678	25530	4880
1679	25558	4868
1680	25580	4854
1681	25607	4841
1682	25631	4827
1683	25654	4813
1684	25668	4798
1685	25682	4783
1686	25694	4767
1687	25707	4751
1688	25729	4737
1689	25741	4721
1690	25754	4706
1691	25768	4690
1692	25779	4674
1693	25790	4658
1694	25802	4642
1695	25816	4627
1696	25825	4611
1697	25840	4595
1698	25851	4579
1699	25862	4563
1700	25876	4548
1701	25887	4532
1702	25902	4517
1703	25913	4501
1704	25921	4485
1705	25930	4468
1706	25941	4452
1707	25952	4436
1708	25964	4421
1709	25975	4405
1710	25985	4389
1711	25996	4373
1712	26008	4357
1713	26022	4342
1714	26034	4326
1715	26044	4310
1716	26056	4294
1717	26067	4278
1718	26079	4263
1719	26090	4247
1720	26104	4231
1721	26115	4216
1722	26126	4200
1723	26136	4184
1724	26148	4168
1725	26158	4152
1726	26169	4136
1727	26182	4121
1728	26194	4105
1729	26205	4089
1730	26215	4073
1731	26228	4058
1732	26241	4042
1733	26252	4027
1734	26264	4011
1735	26276	3995
1736	26291	3980
1737	26303	3965
1738	26316	3949
1739	26329	3934
1740	26342	3918
1741	26356	3903
1742	26367	3887
1743	26378	3872
1744	26392	3856
1745	26405	3841
1746	26418	3825
1747	26431	3810
1748	26442	3794
1749	26455	3779
1750	26469	3764
1751	26480	3748
1752	26495	3733
1753	26511	3718
1754	26525	3703
1755	26541	3687
1756	26556	3672
1757	26569	3657
1758	26582	3642
1759	26594	3626
1760	26607	3611
1761	26620	3595
1762	26630	3580
1763	26640	3564
1764	26652	3548
1765	26668	3533
1766	26679	3518
1767	26692	3502
1768	26703	3486
1769	26715	3471
1770	26727	3456
1771	26741	3440
1772	26754	3425
1773	26769	3410
1774	26785	3395
1775	26801	3380
1776	26811	3364
1777	26821	3348
1778	26831	3333
1779	26841	3317
1780	26854	3302
1781	26865	3286
1782	26876	3270
1783	26887	3255
1784	26901	3240
1785	26915	3225
1786	26927	3209
1787	26939	3194
1788	26952	3178
1789	26966	3163
1790	26980	3148
1791	26992	3133
1792	27005	3117
1793	27016	3102
1794	27026	3086
1795	27035	3070
1796	27047	3055
1797	27058	3039
1798	27070	3024
1799	27083	3009
1800	27096	2994
1801	27106	2978
1802	27128	2964
1803	27141	2948
1804	27157	2933
1805	27168	2918
1806	27181	2903
1807	27195	2888
1808	27207	2872
1809	27218	2857
1810	27229	2841
1811	27243	2826
1812	27261	2811
1813	27276	2796
1814	27293	2781
1815	27308	2766
1816	27323	2751
1817	27337	2736
1818	27352	2721
1819	27369	2706
1820	27382	2691
1821	27394	2676
1822	27407	2661
1823	27419	2645
1824	27434	2630
1825	27450	2615
1826	27461	2600
1827	27473	2585
1828	27487	2569
1829	27503	2554
1830	27513	2539
1831	27526	2524
1832	27538	2508
1833	27551	2493
1834	27562	2478
1835	27574	2463
1836	27585	2447
1837	27596	2432
1838	27608	2417
1839	27620	2401
1840	27634	2386
1841	27650	2371
1842	27663	2356
1843	27674	2341
1844	27685	2325
1845	27697	2310
1846	27707	2295
1847	27718	2279
1848	27732	2264
1849	27744	2249
1850	27758	2234
1851	27771	2219
1852	27788	2204
1853	27799	2189
1854	27813	2174
1855	27826	2158
1856	27839	2143
1857	27854	2128
1858	27866	2113
1859	27879	2098
1860	27892	2083
1861	27902	2067
1862	27916	2052
1863	27927	2037
1864	27937	2022
1865	27950	2007
1866	27962	1992
1867	27977	1977
1868	27990	1961
1869	28000	1946
1870	28013	1931
1871	28030	1916
1872	28045	1901
1873	28061	1886
1874	28073	1871
1875	28085	1856
1876	28096	1841
1877	28110	1826
1878	28120	1810
1879	28134	1795
1880	28145	1780
1881	28159	1765
1882	28174	1750
1883	28189	1735
1884	28203	1720
1885	28218	1705
1886	28229	1690
1887	28239	1675
1888	28249	1659
1889	28263	1644
1890	28279	1630
1891	28292	1614
1892	28302	1599
1893	28315	1584
1894	28329	1569
1895	28340	1554
1896	28354	1539
1897	28366	1524
1898	28377	1509
1899	28388	1494
1900	28401	1479
1901	28413	1463
1902	28424	1448
1903	28438	1433
1904	28450	1418
1905	28465	1403
1906	28474	1388
1907	28485	1373
1908	28493	1358
1909	28502	1343
1910	28512	1327
1911	28522	1312
1912	28534	1297
1913	28544	1282
1914	28554	1267
1915	28563	1252
1916	28571	1237
1917	28581	1221
1918	28589	1206
1919	28601	1191
1920	28609	1176
1921	28617	1161
1922	28624	1146
1923	28633	1131
1924	28643	1115
1925	28650	1100
1926	28657	1085
1927	28665	1070
1928	28675	1055
1929	28682	1040
1930	28690	1025
1931	28697	1010
1932	28705	994
1933	28711	979
1934	28717	964
1935	28724	949
1936	28732	934
1937	28738	919
1938	28745	904
1939	28754	889
1940	28762	874
1941	28770	859
1942	28776	844
1943	28783	829
1944	28790	814
1945	28799	799
1946	28807	784
1947	28813	769
1948	28820	754
1949	28830	739
1950	28836	724
1951	28843	709
1952	28849	694
1953	28855	679
1954	28864	664
1955	28869	649
1956	28874	634
1957	28880	619
1958	28887	604
1959	28893	589
1960	28899	574
1961	28904	559
1962	28912	544
1963	28918	530
1964	28923	515
1965	28929	500
1966	28935	485
1967	28940	470
1968	28949	455
1969	28953	440
1970	28958	426
1971	28964	411
1972	28970	396
1973	28975	381
1974	28981	366
1975	28987	352
1976	28993	337
1977	28998	322
1978	29003	307
1979	29008	293
1980	29014	278
1981	29019	263
1982	29028	248
1983	29041	234
1984	29047	219
1985	29052	204
1986	29055	190
1987	29061	175
1988	29066	160
1989	29071	146
1990	29078	131
1991	29083	116
1992	29086	102
1993	29089	87
1994	29093	72
1995	29098	58
1996	29102	43
1997	29106	29
1998	29109	14
1999	29115	0
	43
1997	28815	28
1998	28824	14
1999	28831	0
	28
1998	28535	14
1999	28545	0
